id,date,stock_id,stock_name,title,content,poswc,negwc,wc,poswc_baeir,negwc_baeir
77208,2015-09-30,2903,遠百,賺到颱風假 百貨、影城湧人潮,"【郭芝函／竹市報導】

強颱杜鵑29日一早只有零星小雨，風速也不大，民眾直呼賺到颱風 假期，紛紛跑出來逛大街，美式賣場、百貨公司成為大家遊憩場所， 看電影人潮更是絡繹不絕，人潮比平常假日還要多。

新竹市百貨公司29日仍於11點照常營業，各家業者才開店半小時， 館內停車場及各大餐廳皆已爆滿，仍有許多民眾苦苦等候空位，大遠 百周年慶又是最先開跑，愛美的女性正好趁颱風假期出門預購化妝品 ，遠百業者指出，此日來客數比平常假日多3成，營業額也比同期成 長15％。

至Costco消費的王小姐直呼賺到颱風假，一覺醒來發現外頭風雨並 不大，趕緊去賣場大採購，買完回家卸貨後，還要帶著一家大小到百 貨公司「血拚」。

業者表示，威秀影城中午12點開放畫位就出現排隊人潮，2小時內 更是湧進2000多人，預估到晚間人潮才會消化完畢。

連放4天超開心！就讀高二的陳姓女同學，原本因結束中秋連假而 感到沮喪，獲悉翌日不必上課，立即在LINE群組邀約看電影，29日一 早就與姊妹們打扮漂漂亮亮的出門，售票現場雖人潮眾多，但她們說 ，「我們是以雀躍的心在排隊，再多人也不退縮！」",5,4,301,8,5
89605,2015-09-30,3481,群創,8月失業給付 申請件數暴增,"近來大企業裁員消息頻傳，非自願性失業人數快速增加，勞動部統計，八月勞保局初次認定失業給付申請件數，較七月暴增近四千件，攀升至九千二百件，勞動部將密切關注未來走勢。
受到這波全球經濟景氣動盪影響，近來國內大廠陸續傳出裁員的消息，包括宏達電預計十月裁減六百名員工，面板大廠群創和友達計畫資遣逾百人，ＬＥＤ磊晶龍頭晶電與關係企業也將裁員一百八十人；老牌電腦大廠宏碁亦傳出第四季將裁員一成。大廠裁員風恐將進一步推升非自領失業人數增加。
勞動部官員昨天表示，二??八年金融海嘯後，勞動部提出無薪休假機制，希望不景氣降臨時，雇主不要馬上裁員，先以無薪休假方式度過難關；之後，若景氣和經營情況更糟，裁員資遣往往是最後手段。
截至九月中，通報實施無薪休假人數攀升到七百八十三人，勞動部長陳雄文說，還不算太嚴重。不過，今年前七月，每月初次請領失業給付的非自願性失業人數仍維持約五千件水準，八月竟一口氣突然暴增至九千二百件，較去年同期增加逾一千二百件。
今年前八月初次請領失業給付的非自願失業人數合計近五萬人，較去年同期增加百分之七點一。
這波不景氣衝擊是否已使雇主跳過無薪休假，直接裁員資遣，令人關切。官員表示，請領失業給付的非自願性失業人數未來是否持續走揚，或僅是短期現象，須密切注意。
官員認為，近來受到景氣波及，國內不少大企業，從手機、面板、到電腦、螺絲工廠等都傳出裁員消息，多少已造成非自願失業人數增加。
為避免或降低不景氣對勞動市場的衝擊，勞動部說，若實施大量解僱和無薪假家數明顯增加，將先由行政院跨部會針對經營困難企業提供輔導，若企業真的經營不下去，只能要求企業裁員必須合乎法令規定，依法給予資遣費。假若企業大量裁員或無薪假直接衝擊勞動市場，勞動部也會適時推出「充電加值計畫」，鼓勵無薪假勞工或是非自願失業勞工參與職訓，加強技能，為未來就業做準備。
【2015-09-30/聯合報/A8版/綜合】",16,30,453,28,48
56677,2015-09-30,2409,友達,拉貨潮落空 面板記憶體好悶,"面板、記憶體兩大關鍵零組件今年中國十一長假拉貨潮落空。面板業受長假電視銷售面臨衰退影響，拉貨力道並不積極；記憶體方面，也未出現令人振奮的拉貨狀況，DRAM業者直言：「市況依舊疲軟，保守看第4季」。
面板、記憶體應用廣，往年在十一長假前都有一波強勁的拉貨潮，以因應當地長假內需銷售，讓相關業者第3季底業績大補。今年中國十一長假一路從10月1日休到7日，但拉貨潮落空，恐讓友達、群創、南亞科、華亞科等業者業績跟著失色。
面板廠並未透露太多十一長假前的拉貨情況，面板市調機構WitsView則表示，受到電視市場飽和、無力大幅降價促銷、打房及股災等因素衝擊下，保守看待大陸十一的電視銷售情況，預期將與五一銷售不振的情況相似，與2014年同期相比，今年十一長假當地電視銷售將衰退4%至5%。
WitsView預估，中國六大品牌第3季出貨約達1,568萬台，較去年同期微增0.4%，主因是第2季銷售情況不盡理想、通路庫存水位過高，降低品牌廠追加出貨的意願。同時，重要節慶對彩電銷售的比重逐漸弱化，品牌廠對中秋、國慶的銷售預期偏向保守，也反映在鋪貨力道上。
記憶體方面，DRAM模組廠表示，中國大陸放假七天，客戶大多已有提前拉貨。不過 DRAM業者認為，目前市況仍疲軟，仍待庫存持續去化，在智慧手機端，iPhone 6s才剛推出，對DRAM市場的提振效果仍待觀察。
而在PC端，微軟推出Win 10作業系統，究竟對於市場回春的幫助有多大，也還在觀察中。目前DRAM價格仍緩步下跌，這或許顯示終端新產品的效益至今尚未發揮。
【2015-09-30/經濟日報/A5版/焦點】",5,15,400,24,20
16428,2015-09-30,1216,統一,高雄東泥8.35公頃土地 特貿區變更完成 最快明年Q1啟動土地公辦重畫，亞洲新灣區6大地主土地皆進入實質開發,"【記者顏瑞田／高雄報導】

因遷廠計畫和員工安置計畫未完成，在高雄多功能經貿園區都市計 畫時，遭保留為特倉區的東南水泥8.35公頃土地，日前獲得高市府公 告，正式變更為特貿區，最快明年上半年，就可啟動土地公辦重畫， 並享受減少7％土地回饋的優惠，據悉，東南水泥未來將採策略聯盟 方式，跨業合作開發。

至此，高雄亞洲新灣區內，包括台塑集團、統一集團、中石化、台 肥、國泰化工、以及東南水泥等6大民營企業，都已經完成都市計畫 ，將原來的工業用地，變更為特貿用地，進入實質開發階段。

根據時程推估，最快可在明(105)年第1季啟動公辦市地重畫，據 悉，地主東南水泥在拿回16,848坪左右的肉地之後，將不會出售，而 是與有意投資飯店、購物商場、百貨、或是辦公大樓的企業，進行策 略聯盟方式，由東南水泥提供土地，業者出資的模式，跨業合作開發 。

東南水泥昨(29)日以重訊方式公告指出，高雄市政府「變更高雄 多功能經貿園區特定區細部計畫(第二次通盤檢討)」，暫予保留東 南水泥8.35公頃(約25,258.75坪)土地的變更案，已經解除，並在 25日正式生效，成功變更為特貿區。

東南水泥說，第二次通盤檢討早在民國102年獲得內政部都委會同 意，不過，因為附帶要求東南水泥要完成前台機船舶廠和宏海遊艇等 2項員工安置計畫、以及遷廠計畫，才未能獲得高市府都發局公告實 施。

高市府都發局主任秘書高鎮遠表示，東南水泥的改善計畫在獲得主 管機關勞工局和經發局的核准之後，都發局即予公告、生效，東南水 泥土地正式變更為特貿區用地。

東南水泥的8.35公頃土地，因為不能興建住宅，但是，高鎮遠說， 高市府相對給予期程內開發的獎勵，回饋高市府的土地比率，將從原 來的40.7％，降至33.3％，減少約7.4％土地回饋的優惠，減約1,86 9坪。

該地因為沒有汙染問題，也不用進行環境影響評估，因此，高市府 地政局主任秘書龔振霖表示，東南水泥土地正式編列為「80期重畫區 」，在都市細部計畫公告後，地政局已接手公辦重畫事宜，正在擬定 重畫計畫書，準備送請內政部審核，在獲得中央同意之後，即可公告 實施。",31,9,579,42,13
54668,2015-09-30,2393,億光,葉寅夫：LED最壞已過 將走平,"LED廠終端需求不如往年，加上價格狂掉導致近期營運難迎曙光，雖如此，上市公司億光（2393）董事長葉寅夫認為，產業已度過最壞時期，第4季不會再壞，後續產業將呈現走平狀態。
受到產業前景不明朗影響，億光銅鑼新廠投產時程跟著延後，原定今年底新廠將投產稼動並生產車用LED與LED顯示屏等高毛利產品，因訂單需求放緩，銅鑼新廠預計明年才加入生產行列；至於投產時程，葉寅夫表示，目前未有明確規劃，由於既有廠房仍有產能擴充空間，足以因應新增原廠車LED燈接單，新廠投產進度視接單狀況而定。
葉寅夫表示，雖然LED產業前景不明朗，但目前觀察產業最壞已然過去，第3季景氣略為回溫後，預估第4季維持走平，產業不會再下向探低，但需求也未見明顯好轉，預估產業景況維持平平地走穩。
至於照明元件訂單，葉寅夫指出，部分照明元件訂單依客戶要求採購特定廠商，加上依客戶要求降低出廠降格，因此，第2季照明元件向大陸廠採購晶片，但供應商晶電（2448）生產策略以及價格迅速應變市場需求，轉進生產照明用0.2瓦、0.5瓦晶片，且性價比可與陸廠競爭，所以第3季開始照明元件晶片陸續轉回向晶電採購。
【2015-09-30/聯合晚報/B3版/產業脈動】",7,7,294,17,11
16426,2015-09-30,1216,統一,公司債 缺指標大案指引,"【記者呂清郎／台北報導】

公司債發債量今年腰暫，前3季只有1,100多億元，不到去年同期逾 2,300億元的一半；券商主管強調，第4季至目前為止，還沒出現重量 級指標個案預計定價，甚至根本都還沒送件，明年第1季情況也差不 多，暫時看不到增溫跡象，後續就看中央銀行降息能不能產生激勵效 應。

券商主管表示，第3季無擔保普通公司債有兩大指標個案定價，分 別是8月底的台電94.5億元，及上周的鴻海90億元，一下子推高第3季 發債量至近400億元；但觀察第4季公司董事會通過的發債金額約430 億元，至目前只有20億元已送件，如果後續無指標大案進場詢價，冷 清的程度恐會更甚於第3季。

統計顯示，第4季公司債等待送件的大案，包括統一企業2期合計1 50億元、台塑集團200億元、亞泥60億元等，及鴻海9月最新宣布預計 發行的180億元公司債，但未必都會在今年底前送件、進場定價。

券商主管認為，還是要看發債公司的財調度與資金需求而定，但以 近來的定價水準來看，真的是有利降低籌資成本的好時機。

隨中央銀行降息半碼，券商主管推估，第4季公司債定價還有再降 空間，但從出口訂單連5個月大衰退，短期也沒有起色，公司債轉熱 不樂觀，「暫時並不缺錢，就算發債利率再便宜也沒用」。",5,5,342,11,6
33203,2015-09-30,2308,台達電,佳世達旗下 明基DLP投影機市占 拚七連霸,"佳世達（2352）旗下明基品牌的DLP投影機今年將可蟬聯全球市占第一大，中光電旗下奧圖碼則緊追在後；國產DLP投影機將與日系愛普生（EPSON）的3-LCD投影機分庭抗禮。
調查機構Futuresource Consulting報告指出，明基2014年全球投影機市占率達12.9%，連續六年居DLP投影機市占第一，今年仍可望坐穩龍頭寶座。
台灣投影機代工廠以佳世達、中光電為主，以採用德州儀器的DLP晶片為主，形成DLP投影機的全球製造大本營，與EPSON以自有3-LCD晶片為主的產品，形成二大陣營，在全球投影機市場形成五五波。
台灣投影機市場方面今年將可達8至9萬台，年增一成，明基、奧圖碼、台達電旗下麗訊將角逐台灣前五大。
明基指出，今年主打家用投影機三坪機系列，在台市占目標14%。明基以BenQ為品牌，在投影機領域大有斬獲，去年全球排名第二大，緊追日商愛普生。
【2015-09-30/經濟日報/C4版/上市櫃公司】",0,1,221,9,1
74751,2015-09-30,2707,晶華,搶十一財 國賓、六福進補,"【記者姚舜／台北報導】

受到中國大陸「十一黃金周」進入倒數計時的題材加持，觀光股中 的國賓(2704)、六福(2705)、第一店(2706)、遠雄來(2712) 、F-富驛(2724)等觀光飯店族群，上周五(25日)紛紛股漲表態。

由於看好今年十一黃金周來台陸客將較去年同期成長，可望為觀光 飯店第4季營運挹注活水。

展後後市，中秋月餅禮盒銷售業績將反應在10月，加上企業尾牙、 國慶連假與聖誕節等商機帶動，觀光飯店進入第4季傳統餐飲旺季， 法人看好，前3季猶能持盈保泰的晶華(2707)與國賓後市，另外旗 下有不同等級飯店與主題樂園的六福，亦有機會享受陸客來台的紅利 。

不過，有投資專家提醒，陸客來台旅行市場在陸資企業採「一條龍 」經營策略下，台灣飯店與百貨零售業者欲從參團陸客身上賺到油水 不易，且來台自由行陸客多下榻在3星級或中小型平價旅店，故上市 櫃觀光飯店集團實際受益者有限，投資人選股仍要從基本營運面切入 ，選擇體質健全者較保險。

由於今年中秋節假期和十一假期相差僅3天，陸客只要多請兩天假 就可串連成長達近兩星期的假期，且能更有彈性的規畫天數長短不同 的行程，旅遊業者初估今年十一黃金周來台陸客人數可望較去年同期 成長約2成。

同時，在陸客來自由行人數配額自每天4,000人上調至5,000人後， 今年十一黃金周來台自由行的人數亦可望較過往明顯成長。除了住宿 旅館飯店之外，由於陸客來台必吃必買，故此一趨勢也可望帶動交通 、百貨零售等周邊產業的商機。

晶華受台北晶華自助餐廳柏麗廳與azie兩個主要餐廳改裝影響，8 月營收5.09億元、年減0.26％，惟晶華前8月累計營收40.37億元、年 增9.35％。俟台北晶華兩個餐廳全面換裝完成後，晶華營收與獲利亦 將再度仰攻。

國賓旗下也有國賓飯店與amba意舍兩個不同飯店品牌，及多家館外 餐飲。面對經濟不景氣，國賓8月營收未減、達2.71億元、年增3.27 ％，前8月營收更達23.59億元、年增4.09％，與同儕相較，表現不差 。",17,6,521,34,8
53617,2015-09-30,2382,廣達,Apple Watch、NB雙旺 廣達9月營收 衝千億 Q3營收挑戰近7季新高,"【記者侯良儒／台北報導】

廣達(2382)9月除了NB事業將攀至今年新高外，另一亮點穿戴式 裝置事業，蘋果Apple Watch本月將再添3個開賣國及數個特約通路， 出貨動能明顯增溫。市場看好，廣達9月營收有望繼6月後、再破千億 大關，整個第3季營收將達2,700億元、挑戰近7季新高。

廣達8月NB出貨量為410萬台，儘管追平6月的全年高點，但相對當 時12吋MacBook剛上市、整體ASP(產品單價)較高，8月的結構則以 單價偏低的Wintel筆電為主，加上Apple Watch出貨量也不如6月時的 最高峰，因此，廣達8月營收僅達909.3億元，與6月營收1,064.5億元 、相差近150億元。

然而，就在Win10與英特爾Skylake新機仍處首波出貨期，且近期下 游NB廠提前拉貨態勢抵定，廣達9月NB出貨量有望較8月小幅成長，改 寫全年出貨量記錄。

法人預估，廣達第3季NB出貨量起碼達1,150萬台，優於公司訂出的 0％～5％季成長目標，去年同期廣達的NB出貨量則為1,370萬台。

穿戴式裝置事業部分，廣達9月也有喜訊。蘋果日前宣布9月Apple Watch新增澳洲、丹麥、冰島3個開賣國，10月9日將再加入比利時、 芬蘭、挪威、盧森堡、波蘭等5國。目前蘋果已宣布5波的Apple Wat ch開賣國家名單，總開賣國數達30國，回溯6月時僅16國有銷售。

在已開賣國家中，部分被蘋果認證的大型經銷商，像是美國第3、 第4大電信業者Spirit、T-Mobile，英國百貨業者Stormfront、John Lewis，德國3C通路商Media Markt、Saturn，也在9月加入Apple Wa tch的銷售，市場看好，開賣國與通路的增加，將助廣達9月AppleWa tch出貨量挑戰6月表現。

法人認為，9月NB事業、穿戴式裝置事業「雙旺」，有望讓廣達該 月營收繼6月後，第二度扣關千億元。

而即便廣達9月營收僅小增5％、達950多億元，第3季營收仍可翻至 2,700億元，將創2013年第4季、也就是近7個季度以來的新高成績。",5,8,541,23,9
53616,2015-09-30,2382,廣達,台幣貶 封測ＮＢ代工受匯,"新台幣兌美元續貶，本季貶幅已逾6%，電子業當中，以美元報價的晶圓代工與封測、電子代工，以及面板、DRAM等零組件族群受惠大，台積電（2330）、廣達等業者正面收益可期。但以內需、進口業務為主的精誠等資訊服務業者，長線可能受到影響。
法人認為，新台幣持續走貶，出口導向的台灣電子業將是最大受惠者，晶圓代工、電子代工廠及面板等類股，出口多以美元報價，除了匯兌收益可期，新台幣貶值也將有助提升毛利率與長線出口競爭力，拉抬營運成效。
業界估算，以半導體封測業來看，新台幣兌美元每貶0.1元，將可拉抬營收以及毛利率約0.1至0.3個百分點。
此外，DRAM、面板、太陽能與多數外銷零組件廠出貨也多以美元計價，新台幣貶值除了有匯兌收益，也拉抬毛利，日月光、矽品、群創、友達、華亞科、碩禾等將受惠。
外銷比重高、美元部位大的筆電代工廠，也是新台幣貶值受惠一族，今年第2季新台幣升值，仁寶、廣達、英業達、和碩單季匯損都逾億元，本季新台幣貶值幅度大於先前升值，代工廠有望回補龐大匯兌收益，對毛利率、營益率也有拉抬作用。
但電子類股中，資通訊服務商多半以代理整合美國大廠產品為主，美國原廠若針對匯率波動調漲價格，可能影響精誠、凌群、聚碩等台廠客戶需求，雖然尚無直接衝擊，長線仍應觀望。
精誠、凌群、聚碩等業者，主要是為客戶建置各式資通訊系統，通常是採購國外原廠的軟、硬體商品，外銷比重不大，以進口、內銷為主，是電子族群中較少見的類型。
在全球資訊服務市場，美元升值、各國貨幣競貶，已造成各地資訊服務採購力道減小。
國際研究暨顧問機構顧能（Gartner）估計，美元升值，與歐洲、日本等地匯差拉大，使得美國資訊科技（IT）產品變貴，影響歐洲、日本等地區採購力道，因此2015年全球IT支出恐較去年衰退3.5%，較先前預期下修。
【2015-09-30/經濟日報/C2版/市場脈動】",2,8,475,18,15
66072,2015-09-30,2498,宏達電,秋涼 科技大廠爆裁員潮,"台灣外銷訂單連5個月衰退，今年經濟成長率難保1%，顯示台灣電子科技大廠的寒冬已然到來，不少品牌大廠及零組件廠首當其衝，陸續爆發裁員潮，宏碁、華碩、晶電、宏達電、群創、友達等廠商，都傳出裁員消息，其中以中秋節前後傳出裁員的宏碁最受人矚目。
雲端筆記應用軟體Evernote周二也透過官方部落格宣布，將關閉海外3個辦公室，裁員47人，相當於解聘13%員工。據公司發言人透露，關閉的3處是台灣、新加坡及俄羅斯公司，這也是今年第二波，新任CEO Chris O’Neill上任以來第一波裁員。
科技部今天在立法院公布統計指出，9月至今科學園區有264人放無薪假，一個月無薪假放1天至10天不等，其中竹科的LED廠商富圓采，一個月放10天無薪假，科技部將持續追蹤這些廠商的狀況。
宏達電預計10月裁減600名員工，面板大廠群創和友達、LED磊晶龍頭晶電皆傳出優化人力消息，加上老牌電腦大廠宏碁近期傳出第四季將裁員一成，讓台灣各大廠商裁員現象備受關注。
外傳宏碁台灣區營運總部要求宏碁一級主管擬定裁員名單，今年第四季至少裁員15人，約宏碁台灣區員工約一成。儘管宏碁指出，組織調整乃是公司營運優化的常態措施之一，但市場認為，宏碁連續幾季獲利後以「組織調整」名義裁員，不但衝擊士氣，且讓外界對公司後市更存疑慮，法人還表示，宏碁原先預期年底市占率可達28%，但受制於聯想、華碩競爭對手發展強勁，今年恐難達標。
除宏碁外，華碩集團旗下專門開發電源管理IC的力智電子，上月也傳裁減近二成人力，約有40名員工收到資遣通知，傳母公司華碩也開始凍結人事，遇缺不補。
LED龍頭晶電9月精簡人事，從南科廠至竹科廠共資遣180位員工；面板雙虎之一的友達受旗下小尺寸面板關廠影響，資遣了73名員工。另外，光碟龍頭大廠中環宣布裁員145人，占公司比重約4.2%。
受大企業裁員消息頻傳，非自願性失業人數快速增加，勞動部統計指出，8月勞保局初次認定失業給付申請件數，較7月暴增至9200件。
【2015-09-30/聯合晚報/A2版/話題】",9,10,488,22,24
66067,2015-09-30,2498,宏達電,聯發科新晶片 10月戰高通,"今年下半年智慧手機市場旺季不旺，手機晶片廠的新產品仍舊緊鑼密鼓準備中，由於高通和聯發科（2454）主打的最高階處理器，分別由三星和台積電代工，雙方勝負可望於10月底明朗化，更代表下游供應鏈明年第1季動能的強弱。
第3季智慧手機市況平平，但受惠於手機客戶端新機效應，加上新興國家需求略見起色，因此本季仍是手機晶片廠聯發科今年業績最好的一季。
相較之下，高通受困於大客戶三星轉用自家晶片，今年度主打的最高階晶片驍龍810又傳出過熱問題，影響終端客戶銷售情況，且在中國大陸收取權利金進度不若預期順利，今年營運逐季下滑，本季營運依舊保守。
雖然下半年市況平平，不過，兩大手機晶片仍積極準備新品在客戶端的PK賽，目前主要是高通改由三星以14奈米製程生產、為明年主力產品的最高階處理器驍龍820，對上聯發科仍由台積電以20奈米製程打造的最高階晶片「Helio x20」。
其中，高通的驍龍820為解決今年度主打的驍龍810過熱問題，已揚棄直接採用ARM架構和八核心設計，改為自家的客製化Kyro CPU，且為四核心設計，宣告退出多核心競賽，運算速率最高仍可達2.2 GHz。
聯發科的「Helio x20」是首款叢集設計，效能設計分別為2.5Ghz、2.0Ghz及1.4Ghz，希望能在效能和省電中尋求最佳值。
目前包括華碩、小米等均已傳出將採用高通的驍龍820處理器，而宏達電、OPPO、Vivo、魅族等亦可能針對「Helio x20」開案。手機晶片供應鏈指出，因客戶端設計認證仍在持續進行中，雙方在客戶端的開案PK賽結果可望於10月底揭曉。
【2015-09-30/經濟日報/C3版/市場焦點】",13,6,400,26,12
66066,2015-09-30,2498,宏達電,景氣冷 失業給付申領暴增,"近來大企業裁員消息頻傳，非自願性失業人數快速增加，勞動部統計，8月勞保局初次認定失業給付申請件數，較7月暴增近4,000件，攀升至9,200件，勞動部將密切關注未來走勢。
受到這波全球經濟景氣動盪影響，近來國內大廠陸續傳出裁員的消息，包括宏達電預計10月裁減600名員工，面板大廠群創和友達計畫資遣逾百人，LED磊晶龍頭晶電與關係企業也將裁員180人；老牌電腦大廠宏碁亦傳出第4季將裁員一成。大廠裁員風恐將進一步推升非自願失業人數增加。
勞動部官員昨（29）日表示，2008年金融海嘯後，勞動部提出無薪休假機制，希望不景氣降臨時，雇主不要馬上裁員，先以無薪休假方式度過難關；之後，若景氣和經營情況更糟，裁員資遣往往是最後手段。
截至9月中，通報實施無薪休假人數攀升到783人，勞動部長陳雄文說，還不算太嚴重。不過，今年前七月，每月初次請領失業給付的非自願性失業人數仍維持約5,000件水準，8月竟一口氣突然暴增至9,200件，亦較去年同期增加逾1,200件之多。
今年前八月初次請領失業給付的非自願失業人數合計近5萬人，較去年同期增加7.1%。
這波不景氣衝擊是否已使雇主跳過無薪休假，直接裁員資遣，令人關切。官員表示，請領失業給付的非自願性失業人數未來是否持續走揚，或僅是短期現象，須密切注意。
官員認為，近來受到景氣波及，國內不少大企業，從手機、面板、到電腦、螺絲工廠等都傳出裁員消息，多少已造成非自願失業人數增加。
為避免或降低不景氣對勞動市場的衝擊，勞動部說，若實施大量解僱和無薪假家數明顯增加，將先由行政院跨部會針對經營困難企業提供輔導，若企業真的經營不下去，只能要求企業裁員必須合乎法令規定，依法給予資遣費。假若企業大量裁員或無薪假直接衝擊勞動市場，勞動部也會適時推出「充電加值計畫」，鼓勵無薪假勞工或是非自願失業勞工參與職訓，加強技能，為未來就業做準備。
【2015-09-30/經濟日報/A1版/要聞】",16,31,467,28,49
71453,2015-09-30,2614,東森,陽詠存對戲寇世勳 像看爸爸眼睛,"陽詠存最近因演出的八大「明若曉溪」及三立、東森「軍官．情人」同時在8點檔時段播出，曝光率大增，且兩個角色個性截然不同，讓人印象深刻。「明」劇中她與昆凌飾演「莎莎公主（曹曦月飾）」的小跟班，提到「天王嫂」，陽詠存大讚她貼心、可愛。
「明」劇已是2年前拍攝的作品，當時昆凌已被稱「準J嫂」，陽詠存笑說不太敢問她感情，但戲殺青後兩人偶爾仍會連絡，昆凌生小孩她也有道賀。昆凌劇中演傻妹，但陽詠存讚她戲外很細心，時常注意周遭其他人的需要。
陽詠存在「軍」劇中則飾演大腕級演員寇世勳的小女兒，其他演員知道要跟寇世勳合作難免緊張，但她笑說一開始就一點都不擔心，且合作下來更直呼：「寇哥超疼我們的。」
加上陽詠存19歲時父親就去世，這次透過與寇世勳合作，有重溫父女情的感覺，「每次都很期待跟寇哥對到眼神的戲，好像在看爸爸的眼睛。」有幾場情緒戲，只要跟寇世勳對上演，就能馬上有感覺。
【2015-09-30/聯合報/C2版/星話題】",10,4,267,11,5
85007,2015-09-30,3008,大立光,大立光蘋果單 法人喊續旺,"市場上周傳出股王大立光蘋果iPhone 6s訂單比重下滑傳聞，元大投顧、摩根士丹利證券雙雙出面力挺，根據產業調查，大立光接獲蘋果鏡頭訂單狀況不變，就長線競爭力來看，大立光依舊是光學鏡頭投資首選。
元大投顧科技產業分析師蒲得宇認為，Kantatsu市占率增加的部分應為玉晶光的部分（玉晶光8月營收數字雙減即是證明）。其次，Kantatsu的產能遠較大立光少，不至於衝擊大立光的接單比例。整體而言，元大維持先前看法，研判大立光可取得iPhone 6s約80%至90%的主鏡頭訂單比重，前鏡頭比重則為四成。
摩根士丹利證券認為，市場過度放大Kantatsu搶單疑慮，畢竟Kantatsu產能擴張相當謹慎，某種程度上，反而限縮自己躍升蘋果供應鏈壟斷地位的可能性。從蘋果iPhone 6s新機銷售來看，進入10月，市場將更關心iPhone 6s的實際銷售狀況（sell-in），可預料的是，接下來市場也會持續關注蘋果啟動新一輪拉貨，以及大立光雙鏡頭奪得新訂單的狀況。
整體而言，大摩認為，基於對大立光長線展望正向，建議旗下客戶，大立光股價回跌就是買點。
蘋果最新公布iPhone 6s、6s Plus首周末銷售達1,300萬支，以回應市場高度期待，法人研判，對供應鏈後續業績有加分作用。
此外，大立光公司方面日前也出面澄清，不針對單一客戶評論訂單狀況，但強調接單狀況正常。
【2015-09-30/經濟日報/C2版/市場脈動】",9,4,324,17,6
52344,2015-09-30,2376,技嘉,ＰＣ零組件 下季才有戲唱,"中國大陸十一長假將開始，但由於現在網購趨勢增加，今年從五一長假以來，許多領域的實體銷售通路沒有看到太多的拉貨潮。但零組件廠表示，在英特爾和微軟的新規格發表後，陸續會有PC相關新產品發表，可能帶動需求。
過去中國有二大需求潮，一是五一黃金假期、二是十一長假。業者指出，現在中國流行網購，因此銷售力道會分散，今年對五一的期待已落空，十一感覺上也沒有太多需求，先前第3季是有急單出現，但數量並不是很大。
據了解，技嘉、微星、華碩等主機板業者為因應十一長假，都已全面在當地通路進行鋪貨，業者說，若與去年十一長假相比，今年因Windows 10加持，銷售力道有信心較去年好。
軟板廠臻鼎、台郡受惠蘋果iPhone 6s上市，估業績表現可望因十一長假而持續走升，但非蘋產品的出貨力道依舊疲軟，整體出貨表現與去年相比大致持平或小增。
另外，晶電副總經理張世賢表示，LED零組件出貨第3季有急單，這可能是十一的需求，不過數量並沒有太大，目前是LED照明的旺季，第4季應會繼續補貨，只是價格並沒有太好。
【2015-09-30/經濟日報/A5版/焦點】",9,4,278,18,5
66076,2015-09-30,2498,宏達電,iPhone 6S來了 HTC應戰,"宏達電（2498）昨天端出M9+「極光版」與Butterfly 3雙旗艦，一改過去下半年只推出單一旗艦機的做法，若搭配資費，新機定價比市場預期超值約3,000元。宏達電北亞區總經理董俊良表示，這次主打「高性價比」，具戰略意義，希望鞏固宏達電在高階市場的地位，也要藉此找回老客戶，為下一次換機潮鋪路。
面對iPhone 6S即將登台，宏達電推出雙機、性價比應戰。董俊良表示，新推出的雙旗艦擁有高規格，價格策略相較其他品牌及過去卻更親民。若搭配電信商資費，幾乎和競爭對手接近3,000元的購機價差，期盼消費者看到誠意，並讓電信業者繼續衝刺高資費用戶數成長。
董俊良說，高階手機差異化愈來愈小，電信商與消費者會更青睞高性價比手機，如果沒有推出新機應戰，高階客群容易流失，宏達電選在第四季推出雙旗艦機是重要里程碑，由於第四季產品線非常完整，預期在台灣高階手機市占可望增加。
他說，過去iPhone 6的熱銷期長達9個月，但隨著技術成熟、手機大同小異，未來iPhone 6S的表現應該會回歸到產業標準，預估約2到4.5個月熱銷期，安卓陣營會想辦法應戰。
董俊良說，現階段的高階手機規格已滿足大部分消費者需求，如果手機沒有重要殺手應用，想要塑造長期的熱銷，非常困難。經過過去一年的心得思考，他說，宏達電會把產品定位清楚，會針對不同價格帶，推出不同性價比的產品；明年也會有頂級高端產品。
【2015-09-30/聯合報/AA1版/財經】",14,5,352,38,6
